,feature,importance
362,amount_recharges__allweek__day__max,0.2814659505332167
363,amount_recharges__allweek__night__std,0.0032385714399031477
364,amount_recharges__allweek__night__median,0.07056256196883942
365,amount_recharges__allweek__night__min,-0.015573013182275226
366,amount_recharges__weekday__allday__mean,-0.03664105507636902
367,amount_recharges__weekday__allday__std,-0.07369840855911543
368,amount_recharges__weekday__day__std,0.11849207101362849
369,amount_recharges__weekday__day__kurtosis,0.22882432805444491
370,amount_recharges__weekday__night__mean,0.031249561078121272
371,amount_recharges__weekday__night__kurtosis,0.1249971316108348
372,amount_recharges__weekday__night__min,0.37141884255266916
373,amount_recharges__weekend__allday__std,0.15476224142054132
374,amount_recharges__weekend__allday__skewness,0.24118707702007616
375,amount_recharges__weekend__allday__min,-0.10581697683079022
376,amount_recharges__weekend__day__skewness,0.3223505533133586
377,amount_recharges__weekend__day__min,0.13044720374640026
378,amount_recharges__weekend__night__mean,0.08724056894995447
379,amount_recharges__weekend__night__kurtosis,-0.08447325488544088
380,amount_recharges__weekend__night__max,0.03672916041439823
381,interevent_time_recharges__allweek__allday__std,0.20095474829199736
382,interevent_time_recharges__allweek__allday__skewness,-0.17591023303524755
383,interevent_time_recharges__allweek__day__std,0.1833345415504709
384,interevent_time_recharges__allweek__day__skewness,-0.10411656057486411
385,interevent_time_recharges__allweek__day__kurtosis,0.06768943793409642
386,interevent_time_recharges__allweek__day__min,-0.16725229370139458
387,interevent_time_recharges__allweek__night__mean,0.3079620557708595
388,interevent_time_recharges__allweek__night__std,-0.039415322307590824
389,interevent_time_recharges__allweek__night__median,-0.08636387217701522
390,interevent_time_recharges__allweek__night__min,-0.36722075469004606
391,interevent_time_recharges__allweek__night__max,-0.06385540484562295
392,interevent_time_recharges__weekday__allday__std,-0.08623786352330465
393,interevent_time_recharges__weekday__allday__median,-0.09123587905267443
394,interevent_time_recharges__weekday__allday__skewness,0.13148890803172955
395,interevent_time_recharges__weekday__allday__kurtosis,-0.05138048207087832
396,interevent_time_recharges__weekday__allday__min,-0.008506740498904736
397,interevent_time_recharges__weekday__allday__max,-0.08895632409371541
398,interevent_time_recharges__weekday__day__median,0.09194661308055405
399,interevent_time_recharges__weekday__day__skewness,-0.15719735291802595
400,interevent_time_recharges__weekday__day__min,-0.11696259145409711
401,interevent_time_recharges__weekday__day__max,-0.2047877164720958
402,interevent_time_recharges__weekday__night__median,-0.017867865701130504
403,interevent_time_recharges__weekday__night__skewness,-0.16598167612380244
404,interevent_time_recharges__weekday__night__kurtosis,0.0644146069644402
405,interevent_time_recharges__weekday__night__max,-0.4414769163643288
406,interevent_time_recharges__weekend__allday__median,0.040464333082301844
407,interevent_time_recharges__weekend__allday__skewness,0.08609652117374286
408,interevent_time_recharges__weekend__allday__kurtosis,0.2741872893265972
409,interevent_time_recharges__weekend__allday__min,-0.08717511332709392
410,interevent_time_recharges__weekend__day__std,-0.10618458478144974
411,interevent_time_recharges__weekend__day__min,0.06462208260673614
412,interevent_time_recharges__weekend__day__max,0.002889038656331325
